# IntSight report packet log for interface s10-eth2.
[ 134=> 142:1023] (11 => 10, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0005=>0002(003) bits=00023600=>00009440
[ 205=> 141: 8] (2 => 10, p=0, len=5, cps=-----, sps=-----) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 205=> 141: 9] (2 => 10, p=0, len=5, cps=-----, sps=-----) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 158=> 142:17] (8 => 10, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 158=> 142:18] (8 => 10, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 166=> 142:15] (7 => 10, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 166=> 142:16] (7 => 10, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 198=> 142:11] (3 => 10, p=0, len=5, cps=-----, sps=-----) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 166=> 142:1023] (7 => 10, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0005=>0002(003) bits=00023600=>00009440
[ 136=> 144:1023] (11 => 10, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0006=>0002(004) bits=00028320=>00009440
[ 152=> 144:1023] (9 => 10, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0006=>0001(005) bits=00028320=>00004720
[ 168=> 144:1023] (7 => 10, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0004=>0002(002) bits=00018880=>00009440
[ 216=> 144:1023] (1 => 10, p=0, len=6, cps=------, sps=------) hd=000 pkts=0010=>0001(009) bits=00047200=>00004720
[ 200=> 144:1023] (3 => 10, p=0, len=5, cps=-----, sps=-----) hd=000 pkts=0007=>0001(006) bits=00033040=>00004720
