epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
192,176,1023,5,7,0,2,-c,--,000,7,2,5,4130,1180
169,177,1023,8,7,0,2,--,--,000,1,1,0,590,590
152,177,1023,10,7,0,2,--,--,000,5,2,3,2950,1180
144,177,1023,11,7,0,3,--c,---,000,2,1,1,1180,590
145,177,1023,11,7,0,3,--c,---,000,9,3,6,5310,1770
144,176,168,11,7,0,3,---,---,000,2,2,0,2956,2956
144,176,169,11,7,0,3,---,---,000,2,2,0,2956,2956
144,177,170,11,7,0,3,---,---,000,2,2,0,2956,2956
144,177,171,11,7,0,3,---,---,000,2,2,0,2956,2956
144,177,172,11,7,0,3,---,---,000,2,2,0,2956,2956
144,177,173,11,7,0,3,---,---,000,2,2,0,2956,2956
144,176,174,11,7,0,3,---,---,000,1,1,0,1478,1478
144,177,175,11,7,0,3,---,---,000,2,2,0,2956,2956
144,177,176,11,7,0,3,---,---,000,2,2,0,2956,2956
152,177,154,10,7,0,2,--,--,000,2,2,0,2956,2956
144,177,177,11,7,0,3,---,---,000,2,2,0,2956,2956
152,176,155,10,7,0,2,--,--,000,1,1,0,1478,1478
152,176,156,10,7,0,2,--,--,000,1,1,0,1478,1478
168,176,126,8,7,0,2,--,--,000,2,2,0,2956,2956
152,176,157,10,7,0,2,-c,--,000,1,1,0,1478,1478
168,177,127,8,7,0,2,-c,--,000,2,2,0,2956,2956
152,176,158,10,7,0,2,-c,--,000,1,1,0,1478,1478
144,177,178,11,7,0,3,---,---,000,2,2,0,2956,2956
168,176,128,8,7,0,2,--,--,000,1,1,0,1478,1478
153,178,1023,10,7,0,2,-c,--,000,6,1,5,3540,590
168,176,129,8,7,0,2,--,--,000,1,1,0,1478,1478
152,176,159,10,7,0,2,--,--,000,1,1,0,1478,1478
144,177,179,11,7,0,3,--c,---,000,2,2,0,2956,2956
168,176,130,8,7,0,2,--,--,000,1,1,0,1478,1478
144,177,180,11,7,0,3,--c,---,000,2,2,0,2956,2956
144,177,181,11,7,0,3,--c,---,000,2,2,0,2956,2956
152,176,160,10,7,0,2,--,--,000,1,1,0,1478,1478
152,177,161,10,7,0,2,--,--,000,1,1,0,1478,1478
161,179,1023,9,7,0,3,--c,---,000,2,2,0,1180,1180
193,179,1023,5,7,0,2,cc,--,000,2,1,1,1180,590
155,180,1023,10,7,0,2,-c,--,000,3,1,2,1770,590
160,176,141,9,7,0,3,---,---,000,1,1,0,1478,1478
160,177,142,9,7,0,3,---,---,000,2,2,0,2956,2956
160,177,143,9,7,0,3,---,---,000,2,2,0,2956,2956
147,180,1023,11,7,0,3,--c,---,000,6,2,4,3540,1180
208,178,37,3,7,0,4,---c,----,000,1,1,0,1478,1478
208,178,39,3,7,0,4,---c,----,000,1,1,0,1478,1478
160,177,144,9,7,0,3,--c,---,000,2,2,0,2956,2956
160,177,145,9,7,0,3,--c,---,000,2,2,0,2956,2956
160,176,146,9,7,0,3,---,---,000,1,1,0,1478,1478
160,178,147,9,7,0,3,--c,---,000,2,2,0,2956,2956
224,180,9,1,7,0,5,-c-cc,-----,000,1,1,0,1478,1478
192,176,77,5,7,0,2,--,--,000,1,1,0,1478,1478
146,178,168,11,7,0,3,--c,---,000,1,1,0,1478,1478
200,178,61,4,7,0,3,--c,---,000,2,2,0,2956,2956
192,176,78,5,7,0,2,--,--,000,1,1,0,1478,1478
146,178,169,11,7,0,3,--c,---,000,1,1,0,1478,1478
160,178,148,9,7,0,3,--c,---,000,1,1,0,1478,1478
192,178,79,5,7,0,2,-c,--,000,2,2,0,2956,2956
146,178,170,11,7,0,3,--c,---,000,1,1,0,1478,1478
146,178,171,11,7,0,3,--c,---,000,1,1,0,1478,1478
192,177,80,5,7,0,2,--,--,000,1,1,0,1478,1478
160,178,149,9,7,0,3,--c,---,000,1,1,0,1478,1478
146,179,172,11,7,0,3,--c,---,000,1,1,0,1478,1478
146,179,173,11,7,0,3,--c,---,000,1,1,0,1478,1478
160,178,150,9,7,0,3,--c,---,000,1,1,0,1478,1478
200,178,62,4,7,0,3,--c,---,000,2,2,0,2956,2956
193,178,81,5,7,0,2,-c,--,000,1,1,0,1478,1478
200,178,63,4,7,0,3,--c,---,000,2,2,0,2956,2956
160,177,152,9,7,0,3,---,---,000,1,1,0,1478,1478
160,177,153,9,7,0,3,---,---,000,1,1,0,1478,1478
193,178,85,5,7,0,2,-c,--,000,1,1,0,1478,1478
200,179,64,4,7,0,3,-cc,---,000,2,2,0,2956,2956
154,179,154,10,7,0,2,-c,--,000,1,1,0,1478,1478
170,179,126,8,7,0,2,-c,--,000,1,1,0,1478,1478
154,179,155,10,7,0,2,-c,--,000,1,1,0,1478,1478
146,179,174,11,7,0,3,--c,---,000,1,1,0,1478,1478
170,179,127,8,7,0,2,-c,--,000,1,1,0,1478,1478
154,179,156,10,7,0,2,-c,--,000,1,1,0,1478,1478
200,178,65,4,7,0,3,--c,---,000,1,1,0,1478,1478
200,178,66,4,7,0,3,--c,---,000,1,1,0,1478,1478
146,179,175,11,7,0,3,--c,---,000,1,1,0,1478,1478
154,178,157,10,7,0,2,-c,--,000,1,1,0,1478,1478
170,179,128,8,7,0,2,-c,--,000,1,1,0,1478,1478
184,178,95,6,7,0,3,--c,---,000,2,2,0,2956,2956
170,179,129,8,7,0,2,-c,--,000,1,1,0,1478,1478
146,179,176,11,7,0,3,--c,---,000,1,1,0,1478,1478
170,179,130,8,7,0,2,-c,--,000,1,1,0,1478,1478
146,179,177,11,7,0,3,--c,---,000,1,1,0,1478,1478
154,179,158,10,7,0,2,-c,--,000,1,1,0,1478,1478
184,178,96,6,7,0,3,--c,---,000,2,2,0,2956,2956
146,179,178,11,7,0,3,--c,---,000,1,1,0,1478,1478
184,178,97,6,7,0,3,--c,---,000,2,2,0,2956,2956
200,178,68,4,7,0,3,--c,---,000,1,1,0,1478,1478
170,179,131,8,7,0,2,-c,--,000,1,1,0,1478,1478
154,179,159,10,7,0,2,-c,--,000,1,1,0,1478,1478
146,179,179,11,7,0,3,--c,---,000,1,1,0,1478,1478
170,179,132,8,7,0,2,-c,--,000,1,1,0,1478,1478
184,178,98,6,7,0,3,--c,---,000,2,2,0,2956,2956
170,179,133,8,7,0,2,-c,--,000,1,1,0,1478,1478
154,179,160,10,7,0,2,-c,--,000,1,1,0,1478,1478
200,179,69,4,7,0,3,-cc,---,000,1,1,0,1478,1478
154,179,161,10,7,0,2,-c,--,000,1,1,0,1478,1478
146,179,180,11,7,0,3,--c,---,000,1,1,0,1478,1478
146,179,181,11,7,0,3,--c,---,000,1,1,0,1478,1478
184,178,99,6,7,0,3,--c,---,000,2,2,0,2956,2956
184,178,100,6,7,0,3,--c,---,000,2,2,0,2956,2956
224,180,10,1,7,0,5,-c-cc,-----,000,1,1,0,1478,1478
171,180,1023,8,7,0,2,-c,--,000,2,1,1,1180,590
184,178,101,6,7,0,3,--c,---,000,2,2,0,2956,2956
162,180,141,9,7,0,3,--c,---,000,1,1,0,1478,1478
225,183,1023,1,7,0,5,-c-cc,-----,000,3,2,1,1770,1180
162,180,142,9,7,0,3,--c,---,000,1,1,0,1478,1478
162,180,143,9,7,0,3,--c,---,000,1,1,0,1478,1478
216,177,19,2,7,0,4,---c,----,000,1,1,0,1478,1478
162,180,144,9,7,0,3,--c,---,000,1,1,0,1478,1478
162,180,145,9,7,0,3,--c,---,000,1,1,0,1478,1478
162,180,146,9,7,0,3,--c,---,000,1,1,0,1478,1478
216,178,20,2,7,0,4,---c,----,000,1,1,0,1478,1478
216,178,21,2,7,0,4,---c,----,000,1,1,0,1478,1478
224,178,1,1,7,0,5,----c,-----,000,1,1,0,1478,1478
162,180,147,9,7,0,3,--c,---,000,1,1,0,1478,1478
184,177,102,6,7,0,3,--c,---,000,1,1,0,1478,1478
184,177,103,6,7,0,3,--c,---,000,1,1,0,1478,1478
224,180,2,1,7,0,5,-c-cc,-----,000,2,2,0,2956,2956
224,180,3,1,7,0,5,-c-cc,-----,000,2,2,0,2956,2956
162,180,148,9,7,0,3,--c,---,000,1,1,0,1478,1478
162,181,149,9,7,0,3,--c,---,000,1,1,0,1478,1478
184,178,104,6,7,0,3,--c,---,000,1,1,0,1478,1478
162,181,150,9,7,0,3,--c,---,000,1,1,0,1478,1478
162,181,151,9,7,0,3,--c,---,000,1,1,0,1478,1478
226,183,1023,1,7,0,5,-c-cc,-----,000,10,2,8,5900,1180
162,181,152,9,7,0,3,--c,---,000,1,1,0,1478,1478
162,181,153,9,7,0,3,--c,---,000,1,1,0,1478,1478
184,179,105,6,7,0,3,-cc,---,000,1,1,0,1478,1478
157,183,1023,10,7,0,2,-c,--,000,3,1,2,1770,590
164,184,1023,9,7,0,3,--c,---,000,6,2,4,3540,1180
216,179,22,2,7,0,4,--cc,----,000,1,1,0,1478,1478
195,184,1023,5,7,0,2,cc,--,000,7,1,6,4130,590
148,180,168,11,7,0,3,--c,---,000,1,1,0,1478,1478
216,179,23,2,7,0,4,--cc,----,000,1,1,0,1478,1478
203,184,1023,4,7,0,3,-cc,---,000,6,1,5,3540,590
208,176,35,3,7,0,4,----,----,000,1,1,0,1478,1478
216,180,24,2,7,0,4,c-cc,----,000,2,2,0,2956,2956
148,180,169,11,7,0,3,--c,---,000,1,1,0,1478,1478
148,180,170,11,7,0,3,--c,---,000,1,1,0,1478,1478
148,180,171,11,7,0,3,--c,---,000,1,1,0,1478,1478
156,181,154,10,7,0,2,-c,--,000,1,1,0,1478,1478
208,178,36,3,7,0,4,---c,----,000,1,1,0,1478,1478
224,180,4,1,7,0,5,-c-cc,-----,000,2,2,0,2956,2956
156,181,155,10,7,0,2,-c,--,000,1,1,0,1478,1478
216,180,25,2,7,0,4,c-cc,----,000,2,2,0,2956,2956
209,180,37,3,7,0,4,--cc,----,000,1,1,0,1478,1478
224,179,5,1,7,0,5,-c-cc,-----,000,1,1,0,1478,1478
172,181,126,8,7,0,2,-c,--,000,1,1,0,1478,1478
224,179,6,1,7,0,5,-c-cc,-----,000,1,1,0,1478,1478
165,184,1023,9,7,0,3,--c,---,000,3,1,2,1770,590
156,181,156,10,7,0,2,-c,--,000,1,1,0,1478,1478
172,181,127,8,7,0,2,-c,--,000,1,1,0,1478,1478
208,178,38,3,7,0,4,---c,----,000,1,1,0,1478,1478
209,180,39,3,7,0,4,--cc,----,000,1,1,0,1478,1478
208,179,40,3,7,0,4,--cc,----,000,1,1,0,1478,1478
166,184,1023,9,7,0,3,--c,---,000,1,1,0,590,590
224,180,7,1,7,0,5,-c-cc,-----,000,1,1,0,1478,1478
224,180,8,1,7,0,5,-c-cc,-----,000,1,1,0,1478,1478
208,179,41,3,7,0,4,--cc,----,000,1,1,0,1478,1478
225,180,9,1,7,0,5,-c-cc,-----,000,1,1,0,1478,1478
172,181,128,8,7,0,2,-c,--,000,1,1,0,1478,1478
156,181,157,10,7,0,2,-c,--,000,1,1,0,1478,1478
172,181,129,8,7,0,2,-c,--,000,1,1,0,1478,1478
172,182,130,8,7,0,2,-c,--,000,1,1,0,1478,1478
148,181,172,11,7,0,3,--c,---,000,1,1,0,1478,1478
156,182,158,10,7,0,2,-c,--,000,1,1,0,1478,1478
148,181,173,11,7,0,3,--c,---,000,1,1,0,1478,1478
156,182,159,10,7,0,2,-c,--,000,1,1,0,1478,1478
172,182,131,8,7,0,2,-c,--,000,1,1,0,1478,1478
164,183,141,9,7,0,3,--c,---,000,1,1,0,1478,1478
194,180,77,5,7,0,2,cc,--,000,1,1,0,1478,1478
194,180,78,5,7,0,2,cc,--,000,1,1,0,1478,1478
194,180,79,5,7,0,2,cc,--,000,1,1,0,1478,1478
172,182,132,8,7,0,2,-c,--,000,1,1,0,1478,1478
202,180,61,4,7,0,3,-cc,---,000,1,1,0,1478,1478
194,180,80,5,7,0,2,cc,--,000,1,1,0,1478,1478
172,182,133,8,7,0,2,-c,--,000,1,1,0,1478,1478
156,182,160,10,7,0,2,-c,--,000,1,1,0,1478,1478
194,181,81,5,7,0,2,cc,--,000,1,1,0,1478,1478
148,181,174,11,7,0,3,--c,---,000,1,1,0,1478,1478
194,181,82,5,7,0,2,cc,--,000,1,1,0,1478,1478
202,181,62,4,7,0,3,-cc,---,000,1,1,0,1478,1478
156,182,161,10,7,0,2,-c,--,000,1,1,0,1478,1478
194,181,83,5,7,0,2,cc,--,000,1,1,0,1478,1478
194,181,84,5,7,0,2,cc,--,000,1,1,0,1478,1478
164,183,142,9,7,0,3,--c,---,000,1,1,0,1478,1478
164,183,143,9,7,0,3,--c,---,000,1,1,0,1478,1478
194,181,85,5,7,0,2,cc,--,000,1,1,0,1478,1478
164,183,144,9,7,0,3,--c,---,000,1,1,0,1478,1478
202,181,63,4,7,0,3,-cc,---,000,1,1,0,1478,1478
164,183,145,9,7,0,3,--c,---,000,1,1,0,1478,1478
164,183,146,9,7,0,3,--c,---,000,1,1,0,1478,1478
148,181,175,11,7,0,3,--c,---,000,1,1,0,1478,1478
148,182,176,11,7,0,3,--c,---,000,1,1,0,1478,1478
148,182,177,11,7,0,3,--c,---,000,1,1,0,1478,1478
164,183,147,9,7,0,3,--c,---,000,1,1,0,1478,1478
148,182,178,11,7,0,3,--c,---,000,1,1,0,1478,1478
148,182,179,11,7,0,3,--c,---,000,1,1,0,1478,1478
164,183,148,9,7,0,3,--c,---,000,1,1,0,1478,1478
202,181,64,4,7,0,3,-cc,---,000,1,1,0,1478,1478
