# IntSight report packet log for interface s4-eth2.
[ 167=> 199:119] (8 => 4, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 167=> 199:120] (8 => 4, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 167=> 200:122] (8 => 4, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 217=> 201:1023] (2 => 4, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00004720=>00004720
[ 225=> 202:1023] (1 => 4, p=0, len=3, cps=  -c-, sps=  ---) hd=000 pkts=0009=>0001(008) bits=00042480=>00004720
[ 167=> 200:123] (8 => 4, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 143=> 200:159] (11 => 4, p=0, len=5, cps=-----, sps=-----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 209=> 202:1023] (3 => 4, p=0, len=3, cps=  -c-, sps=  ---) hd=000 pkts=0010=>0004(006) bits=00047200=>00018880
[ 210=> 202:1023] (3 => 4, p=0, len=3, cps=  -c-, sps=  ---) hd=000 pkts=0002=>0002(000) bits=00009440=>00009440
[ 208=> 201:30] (3 => 4, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 191=> 200:59] (5 => 4, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 208=> 200:31] (3 => 4, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 159=> 201:138] (9 => 4, p=0, len=5, cps=-----, sps=-----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 152=> 202:142] (10 => 4, p=0, len=4, cps= cc--, sps= ----) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 159=> 201:139] (9 => 4, p=0, len=5, cps=-----, sps=-----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 192=> 200:60] (5 => 4, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 192=> 201:61] (5 => 4, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 159=> 201:140] (9 => 4, p=0, len=5, cps=-----, sps=-----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
