# IntSight report packet log for interface s3-eth2.
[ 205=> 197:1023] (2 => 3, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00004720=>00004720
[ 181=> 197:1023] (5 => 3, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0008=>0001(007) bits=00037760=>00004720
[ 189=> 197:1023] (4 => 3, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0013=>0001(012) bits=00061360=>00004720
[ 149=> 197:1023] (9 => 3, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0004=>0001(003) bits=00018880=>00004720
[ 133=> 198:1023] (11 => 3, p=0, len=5, cps=-----, sps=-----) hd=000 pkts=0001=>0001(000) bits=00004720=>00004720
[ 173=> 197: 4] (6 => 3, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 142=> 198:1023] (10 => 3, p=0, len=5, cps=-----, sps=-----) hd=000 pkts=0003=>0002(001) bits=00014160=>00009440
[ 173=> 197: 5] (6 => 3, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 165=> 197: 7] (7 => 3, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 157=> 197: 9] (8 => 3, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 165=> 197: 8] (7 => 3, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 207=> 199:1023] (2 => 3, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00004720=>00004720
[ 191=> 199:1023] (4 => 3, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0003=>0001(002) bits=00014160=>00004720
[ 133=> 198:14] (11 => 3, p=0, len=5, cps=-----, sps=-----) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 183=> 199:1023] (5 => 3, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0005=>0001(004) bits=00023600=>00004720
[ 151=> 200:1023] (9 => 3, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0004=>0001(003) bits=00018880=>00004720
[ 136=> 200:1023] (11 => 3, p=0, len=5, cps=-----, sps=-----) hd=000 pkts=0001=>0001(000) bits=00004720=>00004720
[ 143=> 200:1023] (10 => 3, p=0, len=5, cps=-----, sps=-----) hd=000 pkts=0007=>0001(006) bits=00033040=>00004720
[ 167=> 200:1023] (7 => 3, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0004=>0001(003) bits=00018880=>00004720
[ 175=> 199: 4] (6 => 3, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 175=> 199: 5] (6 => 3, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 159=> 199: 9] (8 => 3, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 144=> 200:1023] (10 => 3, p=0, len=5, cps=-----, sps=-----) hd=000 pkts=0001=>0001(000) bits=00004720=>00004720
[ 167=> 199: 7] (7 => 3, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 167=> 199: 8] (7 => 3, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
