# IntSight report packet log for interface s8-eth2.
[ 397=> 340:1023] (1 => 8, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00000784=>00000784
[ 389=> 341:1023] (2 => 8, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0007=>0001(006) bits=00005488=>00000784
[ 381=> 341:1023] (3 => 8, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0008=>0001(007) bits=00006272=>00000784
[ 374=> 342:1023] (4 => 8, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0007=>0001(006) bits=00005488=>00000784
[ 366=> 342:1023] (5 => 8, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0008=>0001(007) bits=00006272=>00000784
[ 359=> 343:1023] (6 => 8, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0007=>0001(006) bits=00005488=>00000784
[ 351=> 343:1023] (7 => 8, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0008=>0001(007) bits=00006272=>00000784
[ 400=> 344:1023] (1 => 8, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00000784=>00000784
[ 392=> 344:1023] (2 => 8, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00000784=>00000784
[ 384=> 344:1023] (3 => 8, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0001=>0001(000) bits=00000784=>00000784
[ 376=> 344:1023] (4 => 8, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00000784=>00000784
[ 368=> 344:1023] (5 => 8, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0001=>0001(000) bits=00000784=>00000784
[ 360=> 344:1023] (6 => 8, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00000784=>00000784
[ 352=> 344:1023] (7 => 8, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0002=>0001(001) bits=00001568=>00000784
[ 336=> 344:1023] (9 => 8, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00000784=>00000784
[ 328=> 344:1023] (10 => 8, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0002=>0001(001) bits=00001568=>00000784
[ 320=> 344:1023] (11 => 8, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0002=>0001(001) bits=00001568=>00000784
[ 336=> 344:1023] (9 => 8, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0009=>0001(008) bits=00007056=>00000784
[ 329=> 345:1023] (10 => 8, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0009=>0001(008) bits=00007056=>00000784
