epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
405,413,2,2,1,0,2,--,--,000,1,1,0,98,98
397,413,4,3,1,0,2,--,--,000,1,1,0,98,98
389,414,6,4,1,0,3,---,---,000,1,1,0,98,98
380,414,8,5,1,0,4,----,----,000,1,1,0,98,98
372,414,10,0,1,0,3,---,---,000,1,1,0,98,98
364,414,12,7,1,0,5,-----,-----,000,1,1,0,98,98
356,415,14,8,1,0,4,----,----,000,1,1,0,98,98
347,415,16,9,1,0,5,-----,-----,000,1,1,0,98,98
339,415,18,10,1,0,6,------,------,000,1,1,0,98,98
331,415,20,11,1,0,6,------,------,000,1,1,0,98,98
