epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
413,397,1,1,3,0,2,--,--,000,1,1,0,98,98
408,399,3,2,3,0,2,--,--,000,1,1,0,98,98
392,401,6,4,3,0,3,---,---,000,1,1,0,98,98
384,401,8,5,3,0,3,---,---,000,1,1,0,98,98
375,401,10,0,3,0,2,--,--,000,1,1,0,98,98
367,401,12,7,3,0,4,----,----,000,1,1,0,98,98
358,401,14,8,3,0,3,---,---,000,1,1,0,98,98
350,401,16,9,3,0,4,----,----,000,1,1,0,98,98
342,401,17,10,3,0,5,-----,-----,000,1,1,0,98,98
333,401,19,11,3,0,5,-----,-----,000,1,1,0,98,98
