epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
414,380,1,1,5,0,4,----,----,000,1,1,0,98,98
408,383,3,2,5,0,3,---,---,000,1,1,0,98,98
401,384,5,3,5,0,3,---,---,000,1,1,0,98,98
393,385,7,4,5,0,2,--,--,000,1,1,0,98,98
377,386,10,0,5,0,2,--,--,000,1,1,0,98,98
369,386,12,7,5,0,2,--,--,000,1,1,0,98,98
361,386,14,8,5,0,3,---,---,000,1,1,0,98,98
352,386,16,9,5,0,4,----,----,000,1,1,0,98,98
344,386,17,10,5,0,3,---,---,000,1,1,0,98,98
336,387,19,11,5,0,4,----,----,000,1,1,0,98,98
