epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
413,389,1,1,4,0,3,---,---,000,1,1,0,98,98
408,391,3,2,4,0,2,--,--,000,1,1,0,98,98
401,392,5,3,4,0,3,---,---,000,1,1,0,98,98
385,393,8,5,4,0,2,--,--,000,1,1,0,98,98
376,394,10,0,4,0,3,---,---,000,1,1,0,98,98
368,394,12,7,4,0,3,---,---,000,1,1,0,98,98
360,394,14,8,4,0,4,----,----,000,1,1,0,98,98
351,394,16,9,4,0,5,-----,-----,000,1,1,0,98,98
343,394,17,10,4,0,4,----,----,000,1,1,0,98,98
335,394,19,11,4,0,5,-----,-----,000,1,1,0,98,98
