epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
414,364,1,1,7,0,5,-----,-----,000,1,1,0,98,98
408,366,3,2,7,0,4,----,----,000,1,1,0,98,98
401,367,5,3,7,0,4,----,----,000,1,1,0,98,98
394,368,7,4,7,0,3,---,---,000,1,1,0,98,98
386,369,9,5,7,0,2,--,--,000,1,1,0,98,98
379,370,11,0,7,0,3,---,---,000,1,1,0,98,98
363,371,14,8,7,0,2,--,--,000,1,1,0,98,98
355,372,16,9,7,0,3,---,---,000,1,1,0,98,98
346,372,17,10,7,0,2,--,--,000,1,1,0,98,98
338,372,19,11,7,0,3,---,---,000,1,1,0,98,98
