epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
414,356,1,1,8,0,4,----,----,000,1,1,0,98,98
408,357,3,2,8,0,4,----,----,000,1,1,0,98,98
401,358,5,3,8,0,3,---,---,000,1,1,0,98,98
394,360,7,4,8,0,4,----,----,000,1,1,0,98,98
386,361,9,5,8,0,3,---,---,000,1,1,0,98,98
379,362,11,0,8,0,2,--,--,000,1,1,0,98,98
371,363,13,7,8,0,2,--,--,000,1,1,0,98,98
356,364,16,9,8,0,2,--,--,000,1,1,0,98,98
348,364,17,10,8,0,3,---,---,000,1,1,0,98,98
339,364,19,11,8,0,3,---,---,000,1,1,0,98,98
