# IntSight report packet log for interface s2-eth2.
[ 167=> 216:116] (8 => 2, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 167=> 216:117] (8 => 2, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 167=> 216:118] (8 => 2, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 167=> 216:119] (8 => 2, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 167=> 216:120] (8 => 2, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 167=> 216:121] (8 => 2, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 167=> 216:122] (8 => 2, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 224=> 216:1023] (1 => 2, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0010=>0003(007) bits=00047200=>00014160
[ 208=> 216:32] (3 => 2, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 167=> 216:123] (8 => 2, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 224=> 216: 1] (1 => 2, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 208=> 216:34] (3 => 2, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 224=> 217: 2] (1 => 2, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 224=> 217: 3] (1 => 2, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 224=> 217: 4] (1 => 2, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 224=> 217: 6] (1 => 2, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 224=> 217: 7] (1 => 2, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 201=> 217:1023] (4 => 2, p=0, len=2, cps=   -c, sps=   --) hd=000 pkts=0002=>0001(001) bits=00009440=>00004720
[ 225=> 218:1023] (1 => 2, p=0, len=2, cps=   -c, sps=   --) hd=000 pkts=0001=>0001(000) bits=00004720=>00004720
[ 209=> 218:1023] (3 => 2, p=0, len=2, cps=   -c, sps=   --) hd=000 pkts=0001=>0001(000) bits=00004720=>00004720
[ 169=> 218:1023] (8 => 2, p=0, len=4, cps= ---c, sps= ----) hd=000 pkts=0007=>0001(006) bits=00033040=>00004720
[ 209=> 218:1023] (3 => 2, p=0, len=2, cps=   -c, sps=   --) hd=000 pkts=0004=>0001(003) bits=00018880=>00004720
[ 185=> 218:1023] (6 => 2, p=0, len=3, cps=  --c, sps=  ---) hd=000 pkts=0006=>0001(005) bits=00028320=>00004720
[ 169=> 218:1023] (8 => 2, p=0, len=4, cps= ---c, sps= ----) hd=000 pkts=0010=>0001(009) bits=00047200=>00004720
[ 168=> 216:116] (8 => 2, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 168=> 216:117] (8 => 2, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 168=> 216:118] (8 => 2, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 193=> 218:1023] (5 => 2, p=0, len=3, cps=  --c, sps=  ---) hd=000 pkts=0003=>0001(002) bits=00014160=>00004720
[ 200=> 216:43] (4 => 2, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 168=> 216:119] (8 => 2, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 200=> 216:44] (4 => 2, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 200=> 216:45] (4 => 2, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 200=> 217:46] (4 => 2, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 200=> 217:47] (4 => 2, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 200=> 216:48] (4 => 2, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 208=> 216:28] (3 => 2, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 208=> 217:29] (3 => 2, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 200=> 217:49] (4 => 2, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
