epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
181,157,5,5,8,0,3,---,---,000,2,2,0,2956,2956
181,157,6,5,8,0,3,---,---,000,2,2,0,2956,2956
133,157,16,11,8,0,3,---,---,000,2,2,0,2956,2956
133,157,17,11,8,0,3,---,---,000,2,2,0,2956,2956
198,158,3,3,8,0,3,---,---,000,2,2,0,2956,2956
150,158,11,9,8,0,2,--,--,000,2,2,0,2956,2956
150,158,12,9,8,0,2,--,--,000,2,2,0,2956,2956
150,158,13,9,8,0,2,--,--,000,2,2,0,2956,2956
142,158,1023,10,8,0,3,---,---,000,1,1,0,590,590
144,160,1023,10,8,0,3,---,---,000,3,2,1,1770,1180
214,158,1,1,8,0,4,----,----,000,2,2,0,2956,2956
152,160,1023,9,8,0,2,--,--,000,1,1,0,590,590
136,160,1023,11,8,0,3,---,---,000,1,1,0,590,590
166,158,7,7,8,0,2,--,--,000,2,2,0,2956,2956
166,158,8,7,8,0,2,--,--,000,2,2,0,2956,2956
166,158,9,7,8,0,2,--,--,000,2,2,0,2956,2956
183,159,5,5,8,0,3,---,---,000,1,1,0,1478,1478
135,159,16,11,8,0,3,---,---,000,1,1,0,1478,1478
183,159,6,5,8,0,3,---,---,000,1,1,0,1478,1478
135,159,17,11,8,0,3,---,---,000,1,1,0,1478,1478
200,160,3,3,8,0,3,---,---,000,1,1,0,1478,1478
152,160,11,9,8,0,2,--,--,000,1,1,0,1478,1478
152,160,12,9,8,0,2,--,--,000,1,1,0,1478,1478
152,160,13,9,8,0,2,--,--,000,1,1,0,1478,1478
192,160,1023,4,8,0,4,----,----,000,3,1,2,1770,590
137,162,1023,11,8,0,3,---,---,000,3,1,2,1770,590
145,162,1023,10,8,0,3,---,---,000,4,1,3,2360,590
216,160,1,1,8,0,4,----,----,000,1,1,0,1478,1478
153,162,1023,9,8,0,2,--,--,000,2,1,1,1180,590
145,162,1023,10,8,0,3,---,---,000,5,1,4,2950,590
168,160,7,7,8,0,2,--,--,000,1,1,0,1478,1478
194,162,1023,4,8,0,4,----,----,000,1,1,0,590,590
168,160,8,7,8,0,2,--,--,000,1,1,0,1478,1478
168,160,9,7,8,0,2,--,--,000,1,1,0,1478,1478
185,161,5,5,8,0,3,---,---,000,1,1,0,1478,1478
137,161,16,11,8,0,3,---,---,000,1,1,0,1478,1478
137,161,17,11,8,0,3,---,---,000,1,1,0,1478,1478
185,161,6,5,8,0,3,---,---,000,1,1,0,1478,1478
202,161,3,3,8,0,3,---,---,000,1,1,0,1478,1478
153,161,11,9,8,0,2,--,--,000,1,1,0,1478,1478
