epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
167,152,140,8,10,0,3,-c-,---,000,1,1,0,1478,1478
167,152,141,8,10,0,3,-c-,---,000,1,1,0,1478,1478
167,152,142,8,10,0,3,-c-,---,000,1,1,0,1478,1478
167,152,143,8,10,0,3,-c-,---,000,1,1,0,1478,1478
176,153,1023,7,10,0,2,c-,--,000,14,6,8,8260,3540
199,152,71,4,10,0,4,--c-,----,000,1,1,0,1478,1478
199,152,72,4,10,0,4,--c-,----,000,1,1,0,1478,1478
144,153,1023,11,10,0,2,--,--,000,2,2,0,1180,1180
160,153,1023,9,10,0,3,---,---,000,4,2,2,2360,1180
145,153,1023,11,10,0,2,--,--,000,1,1,0,590,590
199,153,73,4,10,0,4,--c-,----,000,1,1,0,1478,1478
161,154,1023,9,10,0,3,---,---,000,6,3,3,3540,1770
175,151,125,7,10,0,2,--,--,000,2,2,0,2956,2956
175,152,126,7,10,0,2,--,--,000,2,2,0,2956,2956
175,152,127,7,10,0,2,--,--,000,2,2,0,2956,2956
175,152,128,7,10,0,2,--,--,000,2,2,0,2956,2956
175,152,129,7,10,0,2,--,--,000,2,2,0,2956,2956
175,152,130,7,10,0,2,--,--,000,2,2,0,2956,2956
192,154,1023,5,10,0,3,-c-,---,000,4,1,3,2360,590
168,153,140,8,10,0,3,-c-,---,000,1,1,0,1478,1478
168,153,141,8,10,0,3,-c-,---,000,1,1,0,1478,1478
168,153,142,8,10,0,3,-c-,---,000,1,1,0,1478,1478
168,153,143,8,10,0,3,-c-,---,000,1,1,0,1478,1478
168,153,144,8,10,0,3,-c-,---,000,2,2,0,2956,2956
168,152,145,8,10,0,3,-c-,---,000,1,1,0,1478,1478
144,153,173,11,10,0,2,--,--,000,2,2,0,2956,2956
144,153,174,11,10,0,2,--,--,000,2,2,0,2956,2956
144,153,175,11,10,0,2,--,--,000,2,2,0,2956,2956
216,154,28,2,10,0,5,c-cc-,-----,000,1,1,0,1478,1478
216,154,29,2,10,0,5,c-cc-,-----,000,1,1,0,1478,1478
192,153,92,5,10,0,3,-c-,---,000,1,1,0,1478,1478
192,153,93,5,10,0,3,-c-,---,000,1,1,0,1478,1478
