epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
208,224,1023,3,1,0,2,--,--,000,4,3,1,2360,1770
216,225,1023,2,1,0,2,--,--,000,10,2,8,5900,1180
208,225,1023,3,1,0,2,--,--,000,8,2,6,4720,1180
216,225,16,2,1,0,2,--,--,000,1,1,0,1478,1478
216,225,17,2,1,0,2,--,--,000,1,1,0,1478,1478
184,225,1023,6,1,0,3,---,---,000,1,1,0,590,590
200,226,1023,4,1,0,3,--c,---,000,2,1,1,1180,590
217,226,1023,2,1,0,2,-c,--,000,8,1,7,4720,590
201,226,1023,4,1,0,3,--c,---,000,5,1,4,2950,590
176,226,1023,7,1,0,5,----c,-----,000,4,1,3,2360,590
218,227,1023,2,1,0,2,-c,--,000,1,1,0,590,590
200,225,50,4,1,0,3,---,---,000,2,2,0,2956,2956
184,225,86,6,1,0,3,---,---,000,2,2,0,2956,2956
184,225,87,6,1,0,3,---,---,000,2,2,0,2956,2956
184,225,88,6,1,0,3,---,---,000,2,2,0,2956,2956
184,225,89,6,1,0,3,---,---,000,2,2,0,2956,2956
200,225,51,4,1,0,3,---,---,000,2,2,0,2956,2956
200,226,52,4,1,0,3,--c,---,000,2,2,0,2956,2956
184,225,90,6,1,0,3,---,---,000,2,2,0,2956,2956
184,224,91,6,1,0,3,---,---,000,1,1,0,1478,1478
200,226,53,4,1,0,3,--c,---,000,2,2,0,2956,2956
200,226,54,4,1,0,3,--c,---,000,2,2,0,2956,2956
217,225,16,2,1,0,2,--,--,000,1,1,0,1478,1478
200,226,55,4,1,0,3,--c,---,000,2,2,0,2956,2956
200,226,56,4,1,0,3,--c,---,000,2,2,0,2956,2956
217,225,17,2,1,0,2,--,--,000,1,1,0,1478,1478
216,225,18,2,1,0,2,--,--,000,1,1,0,1478,1478
216,225,19,2,1,0,2,--,--,000,1,1,0,1478,1478
216,225,20,2,1,0,2,--,--,000,1,1,0,1478,1478
200,226,57,4,1,0,3,--c,---,000,2,2,0,2956,2956
216,225,21,2,1,0,2,--,--,000,1,1,0,1478,1478
200,225,58,4,1,0,3,---,---,000,1,1,0,1478,1478
208,225,34,3,1,0,2,--,--,000,2,2,0,2956,2956
208,225,35,3,1,0,2,--,--,000,2,2,0,2956,2956
208,225,36,3,1,0,2,--,--,000,2,2,0,2956,2956
208,224,37,3,1,0,2,--,--,000,1,1,0,1478,1478
208,225,38,3,1,0,2,--,--,000,1,1,0,1478,1478
216,225,22,2,1,0,2,--,--,000,1,1,0,1478,1478
216,225,23,2,1,0,2,--,--,000,1,1,0,1478,1478
184,224,92,6,1,0,3,---,---,000,1,1,0,1478,1478
208,225,42,3,1,0,2,--,--,000,1,1,0,1478,1478
208,225,43,3,1,0,2,--,--,000,2,2,0,2956,2956
200,225,59,4,1,0,3,---,---,000,1,1,0,1478,1478
192,225,71,5,1,0,4,----,----,000,1,1,0,1478,1478
184,225,93,6,1,0,3,---,---,000,1,1,0,1478,1478
185,227,1023,6,1,0,3,--c,---,000,8,1,7,4720,590
176,225,106,7,1,0,5,-----,-----,000,1,1,0,1478,1478
192,226,72,5,1,0,4,---c,----,000,1,1,0,1478,1478
192,226,73,5,1,0,4,---c,----,000,1,1,0,1478,1478
184,226,94,6,1,0,3,--c,---,000,1,1,0,1478,1478
192,226,74,5,1,0,4,---c,----,000,1,1,0,1478,1478
184,225,95,6,1,0,3,---,---,000,1,1,0,1478,1478
176,226,107,7,1,0,5,----c,-----,000,1,1,0,1478,1478
176,226,108,7,1,0,5,----c,-----,000,1,1,0,1478,1478
176,226,109,7,1,0,5,----c,-----,000,1,1,0,1478,1478
176,226,110,7,1,0,5,----c,-----,000,1,1,0,1478,1478
176,226,111,7,1,0,5,----c,-----,000,1,1,0,1478,1478
192,226,75,5,1,0,4,---c,----,000,1,1,0,1478,1478
202,228,1023,4,1,0,3,--c,---,000,6,1,5,3540,590
176,226,112,7,1,0,5,----c,-----,000,2,2,0,2956,2956
176,226,113,7,1,0,5,----c,-----,000,1,1,0,1478,1478
219,229,1023,2,1,0,2,-c,--,000,4,1,3,2360,590
194,229,1023,5,1,0,4,---c,----,000,4,1,3,2360,590
144,229,178,11,1,0,6,-----c,------,000,2,2,0,2956,2956
168,226,123,8,1,0,4,---c,----,000,2,2,0,2956,2956
144,229,168,11,1,0,6,-----c,------,000,2,2,0,2956,2956
168,226,124,8,1,0,4,---c,----,000,2,2,0,2956,2956
144,229,169,11,1,0,6,-----c,------,000,2,2,0,2956,2956
168,227,125,8,1,0,4,---c,----,000,2,2,0,2956,2956
152,227,151,10,1,0,6,-c---c,------,000,2,2,0,2956,2956
168,224,126,8,1,0,4,----,----,000,1,1,0,1478,1478
152,226,152,10,1,0,6,-----c,------,000,1,1,0,1478,1478
168,227,127,8,1,0,4,---c,----,000,2,2,0,2956,2956
168,227,128,8,1,0,4,---c,----,000,2,2,0,2956,2956
168,227,129,8,1,0,4,---c,----,000,2,2,0,2956,2956
168,225,130,8,1,0,4,----,----,000,1,1,0,1478,1478
168,226,131,8,1,0,4,---c,----,000,1,1,0,1478,1478
168,227,132,8,1,0,4,---c,----,000,2,2,0,2956,2956
186,227,86,6,1,0,3,--c,---,000,1,1,0,1478,1478
186,227,87,6,1,0,3,--c,---,000,1,1,0,1478,1478
152,227,153,10,1,0,6,-c---c,------,000,2,2,0,2956,2956
195,229,1023,5,1,0,4,---c,----,000,4,2,2,2360,1180
152,227,154,10,1,0,6,-c---c,------,000,2,2,0,2956,2956
202,227,50,4,1,0,3,--c,---,000,1,1,0,1478,1478
210,227,34,3,1,0,2,-c,--,000,1,1,0,1478,1478
218,227,16,2,1,0,2,-c,--,000,1,1,0,1478,1478
210,227,35,3,1,0,2,cc,--,000,1,1,0,1478,1478
202,227,51,4,1,0,3,--c,---,000,1,1,0,1478,1478
210,227,36,3,1,0,2,cc,--,000,1,1,0,1478,1478
218,227,17,2,1,0,2,-c,--,000,1,1,0,1478,1478
210,227,37,3,1,0,2,-c,--,000,1,1,0,1478,1478
186,227,88,6,1,0,3,--c,---,000,1,1,0,1478,1478
218,227,18,2,1,0,2,-c,--,000,1,1,0,1478,1478
186,227,89,6,1,0,3,--c,---,000,1,1,0,1478,1478
218,227,19,2,1,0,2,-c,--,000,1,1,0,1478,1478
186,227,90,6,1,0,3,--c,---,000,1,1,0,1478,1478
186,227,91,6,1,0,3,--c,---,000,1,1,0,1478,1478
218,227,20,2,1,0,2,-c,--,000,1,1,0,1478,1478
218,227,21,2,1,0,2,-c,--,000,1,1,0,1478,1478
218,228,22,2,1,0,2,-c,--,000,1,1,0,1478,1478
218,228,23,2,1,0,2,-c,--,000,1,1,0,1478,1478
210,227,38,3,1,0,2,-c,--,000,1,1,0,1478,1478
218,228,24,2,1,0,2,-c,--,000,1,1,0,1478,1478
210,228,39,3,1,0,2,-c,--,000,1,1,0,1478,1478
210,228,40,3,1,0,2,-c,--,000,1,1,0,1478,1478
210,228,41,3,1,0,2,-c,--,000,1,1,0,1478,1478
210,228,42,3,1,0,2,-c,--,000,1,1,0,1478,1478
218,228,25,2,1,0,2,-c,--,000,1,1,0,1478,1478
210,228,43,3,1,0,2,-c,--,000,1,1,0,1478,1478
186,228,92,6,1,0,3,--c,---,000,1,1,0,1478,1478
186,228,93,6,1,0,3,--c,---,000,1,1,0,1478,1478
202,227,52,4,1,0,3,--c,---,000,1,1,0,1478,1478
202,227,53,4,1,0,3,---,---,000,1,1,0,1478,1478
144,229,170,11,1,0,6,-----c,------,000,2,2,0,2956,2956
202,227,54,4,1,0,3,--c,---,000,1,1,0,1478,1478
202,227,55,4,1,0,3,--c,---,000,1,1,0,1478,1478
160,227,143,9,1,0,5,----c,-----,000,1,1,0,1478,1478
202,227,56,4,1,0,3,--c,---,000,1,1,0,1478,1478
160,229,144,9,1,0,5,----c,-----,000,2,2,0,2956,2956
