# IntSight report packet log for interface s4-eth2.
[ 191=> 200:58] (5 => 4, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 176=> 200:1023] (7 => 4, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0002=>0001(001) bits=00009440=>00004720
[ 192=> 201:1023] (5 => 4, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0006=>0003(003) bits=00028320=>00014160
[ 151=> 200:157] (10 => 4, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 143=> 201:170] (11 => 4, p=0, len=5, cps=-c---, sps=-----) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 177=> 201:1023] (7 => 4, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0001=>0001(000) bits=00004720=>00004720
[ 184=> 201:1023] (6 => 4, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0002=>0001(001) bits=00009440=>00004720
[ 177=> 201:1023] (7 => 4, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0004=>0001(003) bits=00018880=>00004720
[ 151=> 201:151] (10 => 4, p=0, len=4, cps= c---, sps= ----) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 151=> 201:152] (10 => 4, p=0, len=4, cps= c---, sps= ----) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 151=> 201:153] (10 => 4, p=0, len=4, cps= c---, sps= ----) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 151=> 201:154] (10 => 4, p=0, len=4, cps= c---, sps= ----) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 151=> 201:155] (10 => 4, p=0, len=4, cps= c---, sps= ----) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 151=> 201:156] (10 => 4, p=0, len=4, cps= c---, sps= ----) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 145=> 202:1023] (11 => 4, p=0, len=5, cps=-----, sps=-----) hd=000 pkts=0004=>0001(003) bits=00018880=>00004720
[ 191=> 200:57] (5 => 4, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 192=> 200:58] (5 => 4, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 192=> 200:59] (5 => 4, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 192=> 200:60] (5 => 4, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0001=>0001(000) bits=00011824=>00011824
[ 217=> 202:1023] (2 => 4, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0002=>0001(001) bits=00009440=>00004720
