epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
141,181,1023,10,5,0,3,---,---,000,4,2,2,2360,1180
197,181,1023,3,5,0,3,---,---,000,1,1,0,590,590
141,181,1023,10,5,0,3,---,---,000,5,1,4,2950,590
214,181,1023,1,5,0,4,----,----,000,2,2,0,1180,1180
133,182,1023,11,5,0,4,----,----,000,5,2,3,2950,1180
206,182,1023,2,5,0,3,---,---,000,3,1,2,1770,590
142,182,1023,10,5,0,3,---,---,000,1,1,0,590,590
166,182,1023,7,5,0,2,--,--,000,1,1,0,590,590
157,182,1023,8,5,0,3,---,---,000,8,1,7,4720,590
134,182,1023,11,5,0,4,----,----,000,3,3,0,1770,1770
213,181,1,1,5,0,4,----,----,000,2,2,0,2956,2956
206,181,4,2,5,0,3,---,---,000,2,2,0,2956,2956
157,181,13,8,5,0,3,---,---,000,2,2,0,2956,2956
157,181,14,8,5,0,3,---,---,000,2,2,0,2956,2956
158,182,1023,8,5,0,3,---,---,000,1,1,0,590,590
199,183,1023,3,5,0,3,---,---,000,1,1,0,590,590
167,183,1023,7,5,0,2,--,--,000,2,1,1,1180,590
143,183,1023,10,5,0,3,---,---,000,3,2,1,1770,1180
208,183,1023,2,5,0,3,---,---,000,2,1,1,1180,590
216,183,1023,1,5,0,4,----,----,000,1,1,0,590,590
135,183,1023,11,5,0,4,----,----,000,2,1,1,1180,590
167,183,1023,7,5,0,2,--,--,000,3,1,2,1770,590
216,183,1023,1,5,0,4,----,----,000,2,1,1,1180,590
190,182,7,4,5,0,2,--,--,000,2,2,0,2956,2956
190,182,8,4,5,0,2,--,--,000,2,2,0,2956,2956
174,182,9,6,5,0,2,--,--,000,2,2,0,2956,2956
215,183,1,1,5,0,4,----,----,000,1,1,0,1478,1478
208,183,4,2,5,0,3,---,---,000,1,1,0,1478,1478
159,183,13,8,5,0,3,---,---,000,1,1,0,1478,1478
159,183,14,8,5,0,3,---,---,000,1,1,0,1478,1478
159,183,1023,8,5,0,3,---,---,000,5,1,4,2950,590
201,185,1023,3,5,0,3,---,---,000,1,1,0,590,590
169,185,1023,7,5,0,2,--,--,000,2,1,1,1180,590
209,185,1023,2,5,0,3,---,---,000,3,1,2,1770,590
218,185,1023,1,5,0,4,----,----,000,2,2,0,1180,1180
169,185,1023,7,5,0,2,--,--,000,3,1,2,1770,590
192,184,7,4,5,0,2,--,--,000,1,1,0,1478,1478
