# IntSight report packet log for interface s8-eth2.
[ 165=> 157:1023] (7 => 8, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0004=>0004(000) bits=00018880=>00018880
[ 198=> 157:1023] (3 => 8, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0001=>0001(000) bits=00004720=>00004720
[ 190=> 157:1023] (4 => 8, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00004720=>00004720
[ 198=> 157:1023] (3 => 8, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0003=>0002(001) bits=00014160=>00009440
[ 190=> 157:1023] (4 => 8, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0002=>0001(001) bits=00009440=>00004720
[ 206=> 158:1023] (2 => 8, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00004720=>00004720
[ 198=> 158:1023] (3 => 8, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0004=>0001(003) bits=00018880=>00004720
[ 206=> 158:1023] (2 => 8, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0003=>0002(001) bits=00014160=>00009440
[ 198=> 158:1023] (3 => 8, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0005=>0001(004) bits=00023600=>00004720
[ 206=> 158:1023] (2 => 8, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0004=>0001(003) bits=00018880=>00004720
[ 214=> 158:1023] (1 => 8, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00004720=>00004720
[ 206=> 158:1023] (2 => 8, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0005=>0001(004) bits=00023600=>00004720
[ 198=> 158:1023] (3 => 8, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0006=>0001(005) bits=00028320=>00004720
[ 214=> 158:1023] (1 => 8, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0002=>0001(001) bits=00009440=>00004720
[ 206=> 158:1023] (2 => 8, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0006=>0001(005) bits=00028320=>00004720
[ 167=> 159:1023] (7 => 8, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0002=>0002(000) bits=00009440=>00009440
[ 192=> 159:1023] (4 => 8, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0001=>0001(000) bits=00004720=>00004720
[ 166=> 158:17] (7 => 8, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 174=> 158:16] (6 => 8, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 142=> 158:20] (10 => 8, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 182=> 158:14] (5 => 8, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 134=> 158:22] (11 => 8, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 182=> 158:15] (5 => 8, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
