# IntSight report packet log for interface s7-eth2.
[ 134=> 166:1023] (11 => 7, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0004=>0001(003) bits=00018880=>00004720
[ 150=> 166:1023] (9 => 7, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0006=>0001(005) bits=00028320=>00004720
[ 174=> 166:1023] (6 => 7, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0010=>0001(009) bits=00047200=>00004720
[ 190=> 166:1023] (4 => 7, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0006=>0001(005) bits=00028320=>00004720
[ 206=> 166:1023] (2 => 7, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0005=>0001(004) bits=00023600=>00004720
[ 214=> 166:1023] (1 => 7, p=0, len=5, cps=-----, sps=-----) hd=000 pkts=0005=>0001(004) bits=00023600=>00004720
[ 174=> 166:1023] (6 => 7, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0013=>0001(012) bits=00061360=>00004720
[ 198=> 166:1023] (3 => 7, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0008=>0001(007) bits=00037760=>00004720
[ 174=> 166:1023] (6 => 7, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0014=>0001(013) bits=00066080=>00004720
[ 206=> 166:1023] (2 => 7, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0008=>0002(006) bits=00037760=>00009440
[ 182=> 166: 7] (5 => 7, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 182=> 166: 8] (5 => 7, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 142=> 166:21] (10 => 7, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 134=> 166:23] (11 => 7, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 142=> 166:22] (10 => 7, p=0, len=2, cps=   --, sps=   --) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 215=> 166:1023] (1 => 7, p=0, len=5, cps=-----, sps=-----) hd=000 pkts=0001=>0001(000) bits=00004720=>00004720
[ 136=> 168:1023] (11 => 7, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0004=>0001(003) bits=00018880=>00004720
[ 150=> 166:17] (9 => 7, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 150=> 166:18] (9 => 7, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 150=> 166:19] (9 => 7, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 150=> 166:20] (9 => 7, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
[ 152=> 168:1023] (9 => 7, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0007=>0002(005) bits=00033040=>00009440
[ 192=> 168:1023] (4 => 7, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0009=>0001(008) bits=00042480=>00004720
[ 176=> 168:1023] (6 => 7, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0008=>0001(007) bits=00037760=>00004720
[ 208=> 168:1023] (2 => 7, p=0, len=4, cps= ----, sps= ----) hd=000 pkts=0007=>0002(005) bits=00033040=>00009440
[ 216=> 168:1023] (1 => 7, p=0, len=5, cps=-----, sps=-----) hd=000 pkts=0004=>0001(003) bits=00018880=>00004720
[ 191=> 166: 5] (4 => 7, p=0, len=3, cps=  ---, sps=  ---) hd=000 pkts=0002=>0002(000) bits=00023648=>00023648
